Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2004,Far Northern,Medically treated,50 to 59,Female,Driver,12
2004,South Eastern,Minor injury,30 to 39,Female,Bicyclist,1
2004,Northern,Medically treated,50 to 59,Female,Motorcyclist,1
2004,Southern,Medically treated,Unknown,Male,Passenger,2
2004,Central,Medically treated,0 to 16,Female,Pedestrian,4
2004,North Coast,Minor injury,40 to 49,Male,Pedestrian,3
2004,Central,Minor injury,25 to 29,Female,Driver,7
2004,Northern,Hospitalised,30 to 39,Male,Bicyclist,5
2004,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
2004,Southern,Medically treated,17 to 24,Male,Bicyclist,1
2004,Brisbane,Fatality,40 to 49,Female,Driver,1
2004,Far Northern,Minor injury,17 to 24,Male,Bicyclist,3
2004,South Eastern,Fatality,50 to 59,Female,Driver,1
2004,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
2004,Northern,Minor injury,0 to 16,Male,Motorcyclist,1
2004,Central,Minor injury,0 to 16,Male,Bicyclist,4
2003,North Coast,Minor injury,17 to 24,Male,Bicyclist,8
2003,South Eastern,Hospitalised,17 to 24,Female,Pedestrian,8
2004,Southern,Fatality,40 to 49,Female,Driver,2
2003,Central,Medically treated,60 to 74,Male,Passenger,5
2004,Northern,Hospitalised,75 and over,Female,Driver,1
2004,Northern,Minor injury,50 to 59,Female,Driver,6
2004,Central,Medically treated,40 to 49,Male,Motorcyclist,8
2004,Southern,Hospitalised,60 to 74,Male,Motorcyclist,2
2004,North Coast,Hospitalised,0 to 16,Female,Bicyclist,3
2004,South Eastern,Hospitalised,50 to 59,Female,Pedestrian,1
2002,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,5
2004,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,5
2004,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
2004,Far Northern,Minor injury,17 to 24,Male,Motorcyclist,3
2004,Southern,Minor injury,60 to 74,Female,Pedestrian,1
2004,Brisbane,Medically treated,Unknown,Female,Passenger,14
2004,Northern,Hospitalised,60 to 74,Male,Pedestrian,2
2004,South Eastern,Minor injury,40 to 49,Female,Passenger,9
2004,North Coast,Minor injury,60 to 74,Female,Bicyclist,1
2004,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,2
2004,Northern,Medically treated,75 and over,Female,Driver,2
2004,Brisbane,Minor injury,60 to 74,Male,Passenger,6
2004,Far Northern,Medically treated,17 to 24,Male,Motorcyclist,8
2004,Southern,Minor injury,0 to 16,Male,Pedestrian,2
2004,North Coast,Medically treated,30 to 39,Male,Bicyclist,3
2004,North Coast,Minor injury,17 to 24,Female,Motorcyclist,2
2004,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
2004,North Coast,Medically treated,60 to 74,Male,Motorcyclist,1
2004,South Eastern,Minor injury,75 and over,Female,Passenger,1
2004,Southern,Hospitalised,25 to 29,Male,Bicyclist,2
2008,Northern,Medically treated,17 to 24,Male,Motorcyclist,8
2009,Central,Minor injury,30 to 39,Male,Passenger,4
2010,Brisbane,Minor injury,17 to 24,Male,Passenger,21
2010,Central,Hospitalised,17 to 24,Female,Pedestrian,2
2010,Far Northern,Medically treated,75 and over,Female,Driver,3
2011,North Coast,Medically treated,60 to 74,Male,Bicyclist,8
2010,Far Northern,Hospitalised,0 to 16,Male,Pedestrian,6
2009,Central,Medically treated,25 to 29,Female,Passenger,6
2011,Far Northern,Minor injury,0 to 16,Male,Bicyclist,4
2010,North Coast,Medically treated,30 to 39,Male,Passenger,14
2010,Brisbane,Hospitalised,75 and over,Male,Pedestrian,6
2009,North Coast,Minor injury,50 to 59,Female,Motorcyclist,1
2010,North Coast,Fatality,17 to 24,Female,Driver,2
2010,North Coast,Fatality,60 to 74,Male,Passenger,1
2011,South Eastern,Medically treated,40 to 49,Female,Passenger,18
2010,Southern,Minor injury,75 and over,Male,Driver,7
2010,North Coast,Minor injury,60 to 74,Male,Motorcyclist,2
2010,North Coast,Medically treated,40 to 49,Female,Bicyclist,4
2010,South Eastern,Minor injury,40 to 49,Female,Passenger,11
2010,North Coast,Hospitalised,0 to 16,Male,Pedestrian,16
2009,North Coast,Minor injury,40 to 49,Male,Pedestrian,1
2010,Northern,Hospitalised,30 to 39,Female,Motorcyclist,1
2012,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,3
2009,Southern,Medically treated,30 to 39,Male,Motorcyclist,7
2010,North Coast,Hospitalised,40 to 49,Male,Passenger,7
2010,Brisbane,Minor injury,30 to 39,Male,Bicyclist,14
2011,Far Northern,Minor injury,25 to 29,Female,Passenger,3
2008,Brisbane,Hospitalised,0 to 16,Male,Driver,1
2010,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,11
2010,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,2
2011,Far Northern,Hospitalised,75 and over,Female,Driver,3
2010,Far Northern,Hospitalised,50 to 59,Female,Pedestrian,1
2010,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,14
2009,Brisbane,Minor injury,50 to 59,Male,Pedestrian,3
2009,Northern,Hospitalised,40 to 49,Male,Passenger,4
2011,Central,Minor injury,60 to 74,Male,Motorcyclist,2
2010,Southern,Hospitalised,0 to 16,Female,Driver,1
2010,Central,Hospitalised,25 to 29,Female,Passenger,5
2009,North Coast,Hospitalised,Unknown,Male,Passenger,2
2010,Southern,Hospitalised,50 to 59,Male,Bicyclist,2
2010,Northern,Hospitalised,30 to 39,Female,Passenger,3
2010,Brisbane,Minor injury,0 to 16,Female,Passenger,19
2010,North Coast,Medically treated,0 to 16,Female,Driver,2
2010,South Eastern,Minor injury,40 to 49,Male,Motorcyclist,5
2010,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
2010,Northern,Fatality,40 to 49,Male,Driver,1
2010,South Eastern,Fatality,60 to 74,Male,Motorcyclist,1
2010,South Eastern,Fatality,40 to 49,Male,Motorcyclist,1
2009,Southern,Minor injury,50 to 59,Male,Passenger,3
2010,Southern,Hospitalised,25 to 29,Female,Pedestrian,1
2010,Northern,Fatality,40 to 49,Female,Motorcyclist,1
2010,Far Northern,Hospitalised,0 to 16,Female,Bicyclist,1
2010,Central,Medically treated,30 to 39,Female,Passenger,4
2009,Central,Medically treated,0 to 16,Male,Driver,3
2011,Central,Medically treated,40 to 49,Female,Passenger,6
2010,Southern,Hospitalised,0 to 16,Male,Bicyclist,6
2010,Central,Hospitalised,60 to 74,Male,Pedestrian,1
2010,Central,Medically treated,17 to 24,Male,Bicyclist,2
2001,North Coast,Minor injury,17 to 24,Female,Driver,56
2017,South Eastern,Medically treated,40 to 49,Female,Bicyclist,4
2017,Southern,Hospitalised,30 to 39,Female,Motorcyclist,1
2017,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,2
2014,Far Northern,Medically treated,25 to 29,Male,Driver,15
2016,South Eastern,Medically treated,50 to 59,Female,Pedestrian,1
2017,Southern,Minor injury,50 to 59,Male,Passenger,2
2016,Northern,Medically treated,25 to 29,Male,Motorcyclist,2
2014,Far Northern,Medically treated,25 to 29,Female,Pedestrian,2
2016,Southern,Medically treated,40 to 49,Female,Motorcyclist,2
2017,South Eastern,Medically treated,75 and over,Male,Motorcyclist,1
2014,Far Northern,Hospitalised,0 to 16,Female,Passenger,10
2017,Southern,Medically treated,30 to 39,Male,Motorcyclist,2
2017,Southern,Hospitalised,40 to 49,Female,Motorcyclist,1
2017,Southern,Hospitalised,30 to 39,Male,Bicyclist,3
2015,Central,Hospitalised,17 to 24,Female,Motorcyclist,1
2017,Brisbane,Hospitalised,25 to 29,Male,Passenger,8
2017,Far Northern,Hospitalised,30 to 39,Female,Bicyclist,2
2017,North Coast,Minor injury,40 to 49,Male,Bicyclist,3
2017,Far Northern,Hospitalised,50 to 59,Male,Pedestrian,1
2016,Southern,Hospitalised,50 to 59,Female,Pedestrian,2
2017,Brisbane,Minor injury,75 and over,Female,Passenger,6
2017,Far Northern,Minor injury,40 to 49,Female,Passenger,1
2015,Southern,Minor injury,40 to 49,Male,Pedestrian,1
2016,South Eastern,Hospitalised,Unknown,Male,Driver,2
2014,Brisbane,Minor injury,50 to 59,Male,Passenger,6
2014,Northern,Minor injury,60 to 74,Female,Driver,5
2017,Central,Medically treated,40 to 49,Male,Bicyclist,2
2012,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,10
2012,Southern,Fatality,17 to 24,Female,Driver,2
2012,Southern,Hospitalised,17 to 24,Male,Passenger,23
2012,North Coast,Fatality,17 to 24,Male,Passenger,4
2010,South Eastern,Medically treated,Unknown,Male,Passenger,4
2012,Far Northern,Fatality,50 to 59,Male,Bicyclist,1
2010,Far Northern,Minor injury,17 to 24,Female,Pedestrian,1
2013,South Eastern,Hospitalised,60 to 74,Male,Driver,33
2013,Brisbane,Hospitalised,75 and over,Female,Pedestrian,7
2011,Brisbane,Minor injury,50 to 59,Male,Pedestrian,2
2013,North Coast,Hospitalised,17 to 24,Male,Motorcyclist,40
2013,Far Northern,Hospitalised,17 to 24,Female,Passenger,14
2013,Far Northern,Hospitalised,17 to 24,Male,Passenger,14
2013,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,34
2011,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,8
2013,Southern,Hospitalised,75 and over,Female,Passenger,3
2012,Southern,Fatality,50 to 59,Male,Driver,2
2012,Southern,Minor injury,17 to 24,Female,Passenger,9
2013,Far Northern,Medically treated,40 to 49,Male,Driver,25
2013,Brisbane,Hospitalised,50 to 59,Female,Driver,72
2013,South Eastern,Hospitalised,50 to 59,Female,Bicyclist,1
2013,Southern,Hospitalised,25 to 29,Male,Driver,28
2013,Northern,Hospitalised,17 to 24,Female,Driver,32
2013,Northern,Hospitalised,17 to 24,Female,Bicyclist,1
2013,South Eastern,Hospitalised,60 to 74,Female,Pedestrian,2
2013,Far Northern,Medically treated,17 to 24,Male,Driver,20
2013,North Coast,Hospitalised,75 and over,Female,Driver,26
2013,Central,Hospitalised,60 to 74,Female,Passenger,7
2013,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,25
2013,Central,Hospitalised,50 to 59,Female,Driver,29
2013,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,11
2013,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,6
2013,Far Northern,Hospitalised,30 to 39,Male,Driver,16
2013,Southern,Hospitalised,25 to 29,Male,Motorcyclist,8
2012,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,7
2010,Central,Minor injury,17 to 24,Male,Passenger,10
2012,Far Northern,Fatality,75 and over,Male,Bicyclist,1
2012,North Coast,Fatality,30 to 39,Female,Passenger,1
2013,Far Northern,Hospitalised,25 to 29,Male,Driver,18
2012,North Coast,Hospitalised,30 to 39,Female,Passenger,14
2012,Far Northern,Medically treated,50 to 59,Female,Bicyclist,1
2013,Far Northern,Hospitalised,40 to 49,Female,Driver,15
2013,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,46
2013,North Coast,Hospitalised,0 to 16,Male,Passenger,27
2012,Southern,Fatality,50 to 59,Female,Driver,1
2010,Central,Medically treated,75 and over,Male,Bicyclist,1
2013,North Coast,Hospitalised,60 to 74,Female,Passenger,28
2012,Central,Hospitalised,75 and over,Female,Driver,4
2012,Central,Fatality,40 to 49,Male,Motorcyclist,4
2013,South Eastern,Hospitalised,40 to 49,Male,Pedestrian,3
2013,Northern,Fatality,0 to 16,Male,Passenger,1
2011,Central,Minor injury,60 to 74,Female,Driver,3
2013,Northern,Fatality,75 and over,Male,Driver,2
2010,Brisbane,Medically treated,50 to 59,Male,Passenger,5
2013,South Eastern,Minor injury,60 to 74,Female,Passenger,3
2013,Northern,Hospitalised,40 to 49,Female,Driver,17
2013,Brisbane,Hospitalised,0 to 16,Female,Driver,1
2013,South Eastern,Hospitalised,60 to 74,Female,Motorcyclist,1
2012,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,6
2013,Northern,Hospitalised,30 to 39,Male,Bicyclist,2
2013,Northern,Hospitalised,50 to 59,Male,Driver,13
2013,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,4
2012,South Eastern,Medically treated,30 to 39,Female,Passenger,21
2013,Southern,Minor injury,60 to 74,Male,Driver,13
2018,Southern,Medically treated,50 to 59,Male,Passenger,5
2018,Southern,Hospitalised,40 to 49,Female,Driver,42
2018,Northern,Minor injury,75 and over,Male,Driver,2
2017,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,3
2018,Southern,Hospitalised,30 to 39,Female,Driver,54
2018,Central,Hospitalised,0 to 16,Male,Driver,1
2018,North Coast,Medically treated,30 to 39,Male,Motorcyclist,7
2018,Far Northern,Medically treated,60 to 74,Female,Driver,14
2018,Northern,Medically treated,17 to 24,Female,Driver,20
2018,Northern,Hospitalised,0 to 16,Female,Passenger,8
2018,Northern,Medically treated,40 to 49,Female,Passenger,5
2018,Far Northern,Medically treated,40 to 49,Female,Driver,12
2018,Brisbane,Minor injury,30 to 39,Male,Pedestrian,4
2018,Brisbane,Hospitalised,17 to 24,Male,Passenger,22
2018,Northern,Hospitalised,0 to 16,Male,Pedestrian,4
2018,Southern,Hospitalised,0 to 16,Male,Bicyclist,3
2018,Southern,Hospitalised,50 to 59,Female,Motorcyclist,2
2018,Northern,Medically treated,40 to 49,Male,Driver,18
2018,Brisbane,Minor injury,17 to 24,Female,Passenger,28
2018,Brisbane,Minor injury,25 to 29,Male,Passenger,13
2015,Brisbane,Minor injury,17 to 24,Male,Bicyclist,4
2018,North Coast,Hospitalised,50 to 59,Female,Motorcyclist,9
2017,Northern,Medically treated,25 to 29,Male,Driver,5
2017,Brisbane,Medically treated,50 to 59,Unknown,Driver,1
2018,Northern,Minor injury,40 to 49,Male,Driver,9
2017,Northern,Hospitalised,60 to 74,Male,Other,1
2018,Central,Hospitalised,30 to 39,Male,Other,1
2018,South Eastern,Hospitalised,40 to 49,Female,Pedestrian,5
2014,Central,Minor injury,0 to 16,Male,Passenger,7
2018,South Eastern,Medically treated,50 to 59,Female,Bicyclist,1
2018,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,14
2018,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,6
2018,Northern,Medically treated,17 to 24,Female,Passenger,5
2014,Brisbane,Minor injury,40 to 49,Female,Passenger,14
2014,Central,Hospitalised,40 to 49,Male,Driver,31
2017,Brisbane,Hospitalised,0 to 16,Female,Driver,2
2017,North Coast,Minor injury,30 to 39,Male,Pedestrian,2
2018,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,25
2018,Far Northern,Hospitalised,75 and over,Female,Driver,6
2014,Far Northern,Minor injury,30 to 39,Female,Driver,13
2018,Far Northern,Hospitalised,40 to 49,Male,Bicyclist,4
2013,Central,Medically treated,50 to 59,Male,Driver,24
2018,Far Northern,Medically treated,40 to 49,Female,Passenger,5
2011,Brisbane,Minor injury,40 to 49,Female,Passenger,21
2011,Brisbane,Fatality,60 to 74,Male,Pedestrian,1
2011,Northern,Minor injury,25 to 29,Female,Driver,5
2011,Northern,Medically treated,30 to 39,Male,Motorcyclist,4
2011,South Eastern,Medically treated,0 to 16,Female,Bicyclist,3
2011,Northern,Hospitalised,40 to 49,Female,Motorcyclist,2
2011,Central,Minor injury,30 to 39,Male,Pedestrian,1
2011,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,3
2011,North Coast,Medically treated,60 to 74,Male,Pedestrian,4
2011,Southern,Medically treated,30 to 39,Male,Pedestrian,2
2011,South Eastern,Medically treated,25 to 29,Male,Pedestrian,2
2011,South Eastern,Medically treated,17 to 24,Female,Bicyclist,1
2011,North Coast,Minor injury,0 to 16,Female,Bicyclist,1
2011,South Eastern,Minor injury,40 to 49,Female,Passenger,5
2011,South Eastern,Hospitalised,75 and over,Female,Pedestrian,3
2011,South Eastern,Minor injury,60 to 74,Male,Bicyclist,2
2011,Far Northern,Hospitalised,30 to 39,Female,Passenger,3
2011,South Eastern,Medically treated,0 to 16,Male,Driver,3
2011,Central,Minor injury,25 to 29,Male,Passenger,3
2011,Brisbane,Medically treated,25 to 29,Male,Pedestrian,7
2002,South Eastern,Minor injury,0 to 16,Male,Passenger,30
2011,South Eastern,Medically treated,40 to 49,Female,Motorcyclist,4
2010,South Eastern,Minor injury,0 to 16,Female,Driver,1
2011,Far Northern,Fatality,60 to 74,Male,Driver,1
2011,Far Northern,Medically treated,40 to 49,Female,Passenger,6
2011,North Coast,Medically treated,40 to 49,Male,Passenger,3
2011,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,8
2011,South Eastern,Hospitalised,50 to 59,Female,Motorcyclist,4
2010,South Eastern,Medically treated,75 and over,Male,Passenger,2
2012,Brisbane,Minor injury,40 to 49,Male,Passenger,8
2010,Northern,Medically treated,30 to 39,Male,Motorcyclist,6
2009,Far Northern,Minor injury,60 to 74,Female,Driver,4
2012,Northern,Hospitalised,50 to 59,Male,Bicyclist,1
2010,North Coast,Minor injury,40 to 49,Male,Motorcyclist,4
2011,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,3
2010,Far Northern,Minor injury,75 and over,Male,Driver,3
2011,Brisbane,Minor injury,17 to 24,Female,Bicyclist,1
2012,Northern,Medically treated,30 to 39,Male,Passenger,2
2013,Far Northern,Hospitalised,30 to 39,Male,Motorcyclist,5
2009,Far Northern,Hospitalised,0 to 16,Female,Pedestrian,2
2011,Central,Fatality,40 to 49,Male,Driver,5
2011,North Coast,Fatality,50 to 59,Male,Driver,2
2010,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,8
2012,Central,Hospitalised,30 to 39,Female,Pedestrian,3
2010,South Eastern,Minor injury,60 to 74,Female,Passenger,2
2010,Northern,Hospitalised,30 to 39,Male,Passenger,7
2010,Southern,Hospitalised,50 to 59,Female,Motorcyclist,2
2011,Central,Medically treated,30 to 39,Male,Motorcyclist,5
2011,Central,Medically treated,40 to 49,Female,Motorcyclist,2
2010,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,4
2011,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,3
2010,North Coast,Minor injury,17 to 24,Male,Bicyclist,2
2011,North Coast,Fatality,0 to 16,Female,Passenger,4
2010,North Coast,Medically treated,40 to 49,Male,Pedestrian,2
2019,South Eastern,Medically treated,60 to 74,Female,Passenger,20
2020,Northern,Medically treated,25 to 29,Female,Driver,5
2020,South Eastern,Minor injury,Unknown,Female,Driver,2
2018,Northern,Minor injury,25 to 29,Male,Driver,5
2020,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,10
2020,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,6
2020,North Coast,Minor injury,75 and over,Male,Pedestrian,2
2020,Northern,Medically treated,50 to 59,Male,Passenger,2
2019,Southern,Hospitalised,30 to 39,Male,Bicyclist,4
2019,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,5
2019,Central,Hospitalised,40 to 49,Female,Motorcyclist,1
2020,Central,Fatality,50 to 59,Male,Passenger,1
2020,Far Northern,Hospitalised,17 to 24,Male,Passenger,12
2019,Central,Medically treated,25 to 29,Male,Bicyclist,1
2019,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,15
2019,Far Northern,Hospitalised,75 and over,Male,Passenger,2
2014,Central,Medically treated,0 to 16,Male,Passenger,9
2020,Southern,Minor injury,25 to 29,Female,Passenger,6
2020,Central,Medically treated,0 to 16,Male,Bicyclist,3
2019,Far Northern,Minor injury,75 and over,Female,Driver,2
2020,Brisbane,Hospitalised,60 to 74,Female,Passenger,12
2020,South Eastern,Hospitalised,40 to 49,Female,Motorcyclist,5
2018,Southern,Hospitalised,50 to 59,Male,Passenger,4
2019,North Coast,Hospitalised,40 to 49,Female,Bicyclist,3
2020,South Eastern,Hospitalised,60 to 74,Female,Motorcyclist,2
2015,Northern,Hospitalised,17 to 24,Female,Motorcyclist,2
2019,Northern,Medically treated,17 to 24,Male,Motorcyclist,3
2020,North Coast,Medically treated,30 to 39,Male,Passenger,11
2019,Brisbane,Medically treated,17 to 24,Female,Bicyclist,6
2018,Southern,Medically treated,50 to 59,Female,Passenger,10
2020,Southern,Minor injury,17 to 24,Male,Motorcyclist,1
2018,Central,Hospitalised,40 to 49,Male,Passenger,6
2019,Northern,Minor injury,17 to 24,Female,Passenger,3
2017,Central,Medically treated,17 to 24,Female,Motorcyclist,1
2019,Northern,Hospitalised,17 to 24,Female,Driver,30
2019,North Coast,Medically treated,50 to 59,Female,Motorcyclist,4
2016,Central,Medically treated,40 to 49,Male,Motorcyclist,1
2018,Central,Minor injury,40 to 49,Male,Driver,19
2014,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,6
2014,Brisbane,Hospitalised,0 to 16,Male,Passenger,14
2019,North Coast,Medically treated,60 to 74,Male,Pedestrian,3
2018,Central,Medically treated,30 to 39,Female,Passenger,6
2013,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,3
2014,Far Northern,Medically treated,60 to 74,Male,Bicyclist,2
2020,Far Northern,Minor injury,30 to 39,Male,Bicyclist,1
2019,Northern,Minor injury,60 to 74,Female,Driver,6
2018,Brisbane,Minor injury,75 and over,Male,Driver,7
2018,Northern,Minor injury,17 to 24,Male,Passenger,8
2018,Brisbane,Hospitalised,60 to 74,Male,Passenger,6
2014,Southern,Hospitalised,25 to 29,Female,Pedestrian,3
2020,Brisbane,Medically treated,0 to 16,Female,Motorcyclist,1
2019,Northern,Hospitalised,50 to 59,Male,Pedestrian,1
2018,Central,Hospitalised,25 to 29,Male,Pedestrian,2
2018,Central,Minor injury,17 to 24,Male,Motorcyclist,3
2018,Central,Hospitalised,17 to 24,Female,Motorcyclist,2
2019,Far Northern,Hospitalised,40 to 49,Female,Motorcyclist,3
2019,Far Northern,Minor injury,0 to 16,Male,Passenger,6
2013,Northern,Medically treated,40 to 49,Female,Driver,21
2013,Brisbane,Minor injury,30 to 39,Female,Other,1
2018,Central,Medically treated,60 to 74,Male,Motorcyclist,1
2019,Northern,Medically treated,30 to 39,Male,Motorcyclist,3
2019,Northern,Medically treated,50 to 59,Female,Passenger,3
2018,Central,Minor injury,25 to 29,Male,Motorcyclist,1
2014,Central,Minor injury,30 to 39,Male,Driver,7
2015,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,7
2019,Northern,Hospitalised,0 to 16,Male,Driver,1
2019,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,8
2020,North Coast,Minor injury,50 to 59,Male,Pedestrian,1
2020,Southern,Hospitalised,30 to 39,Male,Passenger,10
2020,Southern,Hospitalised,0 to 16,Male,Passenger,36
2019,Central,Hospitalised,60 to 74,Male,Passenger,2
2018,Southern,Minor injury,0 to 16,Female,Passenger,11
2003,North Coast,Medically treated,25 to 29,Male,Bicyclist,4
2003,Central,Medically treated,50 to 59,Female,Passenger,8
2002,South Eastern,Hospitalised,50 to 59,Male,Driver,21
2002,Brisbane,Minor injury,25 to 29,Female,Passenger,28
2003,North Coast,Fatality,17 to 24,Female,Driver,2
2002,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,38
2003,Brisbane,Fatality,50 to 59,Male,Pedestrian,2
2002,Brisbane,Hospitalised,60 to 74,Female,Passenger,19
2003,North Coast,Medically treated,75 and over,Male,Driver,19
2002,Southern,Medically treated,17 to 24,Female,Passenger,32
2002,North Coast,Minor injury,Unknown,Female,Driver,1
2003,Northern,Hospitalised,0 to 16,Male,Bicyclist,5
2003,Central,Minor injury,40 to 49,Male,Bicyclist,2
2002,Northern,Medically treated,17 to 24,Male,Driver,31
2002,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,35
2003,Central,Medically treated,50 to 59,Male,Driver,14
2002,Unknown,Medically treated,17 to 24,Male,Passenger,7
2002,North Coast,Medically treated,30 to 39,Female,Driver,87
2002,South Eastern,Medically treated,17 to 24,Female,Driver,149
2003,North Coast,Fatality,0 to 16,Female,Pedestrian,2
2002,Far Northern,Hospitalised,17 to 24,Male,Passenger,16
2002,Central,Medically treated,17 to 24,Male,Driver,46
2002,Brisbane,Medically treated,30 to 39,Male,Driver,142
2002,North Coast,Hospitalised,17 to 24,Female,Bicyclist,2
2002,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,28
2003,Central,Fatality,17 to 24,Male,Pedestrian,2
2002,North Coast,Medically treated,75 and over,Female,Passenger,12
2003,Southern,Hospitalised,50 to 59,Male,Pedestrian,2
2002,Brisbane,Minor injury,17 to 24,Female,Driver,141
2003,Northern,Medically treated,25 to 29,Female,Passenger,5
2002,Brisbane,Minor injury,17 to 24,Male,Bicyclist,12
2002,South Eastern,Minor injury,40 to 49,Female,Passenger,12
2003,Southern,Medically treated,0 to 16,Female,Pedestrian,2
2003,South Eastern,Minor injury,25 to 29,Male,Pedestrian,2
2003,North Coast,Medically treated,50 to 59,Male,Bicyclist,6
2002,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,8
2002,South Eastern,Minor injury,0 to 16,Male,Bicyclist,15
2002,Northern,Hospitalised,17 to 24,Female,Driver,17
2003,Southern,Medically treated,75 and over,Male,Pedestrian,1
2003,Unknown,Minor injury,40 to 49,Female,Passenger,1
2002,Unknown,Medically treated,0 to 16,Male,Passenger,1
2003,Far Northern,Minor injury,25 to 29,Male,Driver,11
2003,Unknown,Minor injury,17 to 24,Male,Driver,3
2003,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,2
2002,Brisbane,Minor injury,30 to 39,Female,Passenger,37
2003,Unknown,Hospitalised,17 to 24,Male,Pedestrian,1
2003,Far Northern,Hospitalised,0 to 16,Male,Driver,2
2003,Central,Minor injury,17 to 24,Male,Bicyclist,4
2003,South Eastern,Medically treated,25 to 29,Female,Motorcyclist,4
2003,Central,Hospitalised,30 to 39,Male,Pedestrian,2
2003,North Coast,Medically treated,60 to 74,Female,Bicyclist,1
2003,Brisbane,Medically treated,0 to 16,Male,Driver,3
2003,Southern,Minor injury,0 to 16,Male,Driver,4
2003,Southern,Hospitalised,0 to 16,Female,Bicyclist,4
2002,Southern,Medically treated,0 to 16,Male,Passenger,57
2003,Far Northern,Minor injury,75 and over,Female,Driver,3
2003,Central,Medically treated,40 to 49,Male,Pedestrian,1
2003,Southern,Medically treated,30 to 39,Male,Passenger,2
2003,Southern,Hospitalised,75 and over,Male,Passenger,3
2003,Northern,Minor injury,75 and over,Female,Driver,4
2003,North Coast,Fatality,40 to 49,Female,Driver,3
2003,South Eastern,Hospitalised,50 to 59,Male,Passenger,5
2003,Central,Fatality,30 to 39,Male,Motorcyclist,2
2002,North Coast,Minor injury,50 to 59,Male,Pedestrian,2
2003,Northern,Minor injury,17 to 24,Male,Bicyclist,6
2002,Brisbane,Medically treated,40 to 49,Male,Pedestrian,11
2003,North Coast,Hospitalised,60 to 74,Male,Bicyclist,1
2002,Brisbane,Hospitalised,30 to 39,Female,Driver,76
2003,North Coast,Minor injury,40 to 49,Male,Bicyclist,3
2003,Southern,Medically treated,17 to 24,Male,Bicyclist,2
2003,Northern,Hospitalised,30 to 39,Female,Pedestrian,1
2003,North Coast,Medically treated,60 to 74,Male,Bicyclist,1
2003,Far Northern,Fatality,17 to 24,Female,Passenger,2
2002,North Coast,Medically treated,60 to 74,Female,Passenger,22
2002,Brisbane,Minor injury,50 to 59,Male,Passenger,10
2003,North Coast,Fatality,75 and over,Male,Pedestrian,1
2002,Brisbane,Medically treated,30 to 39,Male,Bicyclist,22
2003,Northern,Fatality,75 and over,Female,Passenger,1
2003,North Coast,Minor injury,30 to 39,Male,Bicyclist,1
2003,Northern,Fatality,17 to 24,Female,Passenger,1
2003,Northern,Hospitalised,25 to 29,Female,Passenger,5
2002,South Eastern,Minor injury,30 to 39,Male,Driver,55
2013,Northern,Hospitalised,0 to 16,Female,Passenger,9
